SMILES,Activity probability,Cytotoxicity probability,PPB fraction,SA score,Max similarity,Closest known molecule,Neutral SMILES
COc1ccc(C(=C(Cl)Cl)c2ccc(F)cc2)c([O-])c1,0.016535925,0.66703546,0.97380936,2.72,0.66,c1c(O)c(C)c(O)c(Oc2c(C(=O)OC)c(C)c(Cl)c(O)c2)c1C(=CC)C,COc1ccc(C(=C(Cl)Cl)c2ccc(F)cc2)c(O)c1
COc1cc2c(cc1C(=O)[NH+]1CCCC3(COc4nc(Cl)ccc43)C1)c(Cl)nn2-c1ccc(F)cc1,0.016528364,0.954190135,0.9635427,4.93,0.77,C1CN(c2c(F)cc3c(=O)c4c(=O)[nH]sc4n(C4CC4)c3c2OC)CC1C1(N)CC1,COc1cc2c(cc1C(=O)N1CCCC3(COc4nc(Cl)ccc43)C1)c(Cl)nn2-c1ccc(F)cc1
C=CCC(C)=C1C(=O)OC(O)C(CO)SC2=C1C(=O)C(C)(C1CC1)C2=O,0.016521577,0.857613206,0.72215164,4.95,0.66,C1CC(C)C2(C)C3(OC13)CC1(O)OC(=O)C(C)=C1C2OC(=O)C(=CC)CO,C=CCC(C)=C1C(=O)OC(O)C(CO)SC2=C1C(=O)C(C)(C1CC1)C2=O
Cc1cc(C#N)cc2cc(C(=O)[N-]C3CC4CC3CN4c3ccccn3)[nH]c12,0.016502036,0.939022303,0.9521461,5.1,0.72,C1CN(c2c3nc[nH]c3ncn2)CCC1C,Cc1cc(C#N)cc2cc(C(=O)NC3CC4CC3CN4c3ccccn3)[nH]c12
C=CC(=O)NCc1ccc2c(c1)C(=O)OC2,0.016490623,0.354415417,0.5655817,2.38,0.54,c1cc2c(c(C=C(C=CC(O)=C3C(=O)CNC3=O)C)c1)cccc2,C=CC(=O)NCc1ccc2c(c1)C(=O)OC2
Cc1cn(C2OC(CO)C(=CCOc3ccc4c(c3)CC3([NH+]=C(N)N(c5ccc(C(F)(F)F)cc5)C3=O)S4)C2O)c(=O)[nH]c1=O,0.01645997,0.901375234,0.84408605,5.46,0.72,c1(SCC2=C(C(=O)O)N3C(=O)C(OC)(NC(=O)CSC(F)F)C3OC2)nnnn1CCO,Cc1cn(C2OC(CO)C(=CCOc3ccc4c(c3)CC3(N=C(N)N(c5ccc(C(F)(F)F)cc5)C3=O)S4)C2O)c(=O)[nH]c1=O
CC1(c2snc3ccc([N-]C(=O)C=Cc4ccccc4Cl)cc23)CS(=O)(=O)CC(N)=[NH+]1,0.016439708,0.908504009,0.85085464,4.87,0.66,c1cc(Cl)ccc1S(=O)(=O)C=CS(Cc1nnc(CS(=O)(Nc2ccc(Cl)cc2)=O)n1N)(=O)=O,CC1(c2snc3ccc(NC(=O)C=Cc4ccccc4Cl)cc23)CS(=O)(=O)CC(N)=N1
CC(C)=N[NH2+]C(=S)[NH2+][NH2+]C(=S)SCC#N,0.016399624,0.548623323,0.20961115,5.75,0.44,c1(F)cc(C2NC(c3cccc(F)c3)C3CCCC2C3=NNC(N)=S)ccc1,CC(C)=NNC(=S)NNC(=S)SCC#N
O=C(c1cccn1-c1ccc(OC2CCCC2)cc1)[NH+](c1ccccn1)C1[NH2+]C(=S)N=C1S,0.016391287,0.854829133,0.8527825,4.61,0.63,N1c2c(c(=O)n(-c3cc(Cl)ccc3)c(=S)[nH]2)C(c2ccccc2Cl)N(N=Nc2ccc(Cl)cc2)C1=O,O=C(c1cccn1-c1ccc(OC2CCCC2)cc1)N(c1ccccn1)C1NC(=S)N=C1S
Cn1ncnc1-c1c(C#N)nc(C#N)c(=O)n1C,0.016389662,0.281196594,0.34428722,3.44,0.69,c1cc(C([N-]c2c([N+]#N)c(C)nn2C)=O)c(Cl)cc1Cl,Cn1ncnc1-c1c(C#N)nc(C#N)c(=O)n1C
Cc1nc2ccccc2n1-c1cc(F)c(Oc2ccc(C(N)=O)cn2)c(C(C)C)c1,0.01637784,0.948345661,0.9732461,2.56,0.77,c1(C#N)ccc(C=Cc2n(-c3cccc(O)c3)c(=O)c3c(n2)cccc3F)cc1,Cc1nc2ccccc2n1-c1cc(F)c(Oc2ccc(C(N)=O)cn2)c(C(C)C)c1
CC1(C)OC(c2ccc([N-]C(=O)c3c(N)c4c(Cl)cc(Cl)cc4oc3=O)c(Cl)c2)C(O)C(C)(C)O1,0.016366754,0.579768538,0.96538097,4.54,0.68,c1c2c(O)c(C(c3cn(-c4ccccc4)nc3-c3ccc(C)cc3)c3c(=O)n(C)c(=O)n(C)c3N)c(=O)oc2ccc1F,CC1(C)OC(c2ccc(NC(=O)c3c(N)c4c(Cl)cc(Cl)cc4oc3=O)c(Cl)c2)C(O)C(C)(C)O1
CC(C)(C)c1ccc(CNCCSc2nc3ccccc3s2)c([O-])c1,0.016352935,0.635698676,0.97683096,2.74,0.65,CC(c1cc(-c2[nH]c3ccc(C4=NCCN4)cc3n2)c(O)c(C(C)(C)C)c1)(C)C,CC(C)(C)c1ccc(CNCCSc2nc3ccccc3s2)c(O)c1
CC1(c2cccc([O-])c2)OC(=O)N(CCn2c3ccccc3c(=O)c3ccccc32)C1=O,0.016338622,0.780671537,0.9458846,3.42,0.67,C1(c2cc3c(cc2)C(=O)c2cc(C[n+]4cn(C)cc4)ccc2-3)=C(C(=O)[O-])N2C(=O)C(C(C)O)C2C1,CC1(c2cccc(O)c2)OC(=O)N(CCn2c3ccccc3c(=O)c3ccccc32)C1=O
Cc1ccc([N-]C(=O)c2ncccc2NCc2nc(C#N)cc3ccccc23)cc1Cl,0.016338361,0.886768878,0.9842287,3.37,0.65,c1(NC(c2c(=Nc3ccc(Br)cc3)oc3c(C)ncc(CO)c3c2)=O)ccc(C)cc1,Cc1ccc(NC(=O)c2ncccc2NCc2nc(C#N)cc3ccccc23)cc1Cl
CCC(=O)OC1CC23CC(C4c5ccccc5CCCCC42)N(c2nccc4sc(C(=O)[O-])cc24)C3C(=O)O1,0.016334647,0.767794311,0.9567583,6.08,0.65,N1(CC#CCOC(c2c(C)c3c(ncnc3N3CCCCC3)s2)=O)CCN(c2cc(OC)ccc2)CC1,CCC(=O)OC1CC23CC(C4c5ccccc5CCCCC42)N(c2nccc4sc(C(=O)O)cc24)C3C(=O)O1
ClC1=C(c2ccc(Cl)cc2)c2[n-]c(-c3ccncn3)nc2Oc2ccccc21,0.016328575,0.604016304,0.9844889,3.35,0.63,c1(Oc2ccc(C3C4C(C)=NN=C4OC(N)=C3C#N)cc2)nc(Cl)c(Cl)cc1Cl,ClC1=C(c2ccc(Cl)cc2)c2[nH]c(-c3ccncn3)nc2Oc2ccccc21
Cn1cc(CCCc2cn(Cc3ccc(-c4ccccc4)cc3)nn2)c2ccccc21,0.016314628,0.29585132,0.98812455,2.23,0.73,c1(C)cc2c(cc1)n(CCCCCC1CCCCC1)c1ccc[n+](C)c21,Cn1cc(CCCc2cn(Cc3ccc(-c4ccccc4)cc3)nn2)c2ccccc21
CCCCCCCCC(CC=CCC(O)C(=O)[O-])CCCCCCC(=O)NO,0.016309394,0.397610486,0.9282652,3.71,0.62,C(CCCCCCC(C)CC)C(CC(=O)NC(C(NC(C(O)=O)CC(C)C)=O)CCC(=O)O)O,CCCCCCCCC(CC=CCC(O)C(=O)O)CCCCCCC(=O)NO
Cc1ccn(CCOCC2CCN(c3ncnc4ccc(-c5cccnc5)cc34)CC2)c(=O)n1,0.016302746,0.927717447,0.94713604,2.71,0.72,n1n(CN2CCOCC2)c(=O)n(CCCn2ccnc2)c1C,Cc1ccn(CCOCC2CCN(c3ncnc4ccc(-c5cccnc5)cc34)CC2)c(=O)n1
CC1CN(CCO)CCN1C(=O)n1c(C2COC(=O)C2)nc2nccc(-c3ccc(Cl)cn3)c21,0.016276417,0.934364021,0.7322222,4.01,0.74,c1ccc2c(n1)C(=O)c1n3c(ccc(Br)c3)c(C(OCCCCCCN3CCN(C)CC3)=O)c1C2=O,CC1CN(CCO)CCN1C(=O)n1c(C2COC(=O)C2)nc2nccc(-c3ccc(Cl)cn3)c21
CC1CCCC(OC2C(O)C(CO)OC(Oc3c(C(C)(C)C)cc(C(C)C)c(N(C)S(C)(=O)=O)c3C(F)(F)F)C2O)O1,0.016274977,0.802878082,0.84007645,4.82,0.62,c1(S(NCCC)(=O)=O)ccc(Oc2c(O)cc(CC)cc2)c(F)c1,CC1CCCC(OC2C(O)C(CO)OC(Oc3c(C(C)(C)C)cc(C(C)C)c(N(C)S(C)(=O)=O)c3C(F)(F)F)C2O)O1
Cc1cccc(Nc2nccc(NC3CC[N+](C)(C)CCOC3)n2)c1,0.016268421,0.615165889,0.6961601,3.25,0.61,C1(C)(C)N=C(NCCCCCCCCCC)N=C(NCc2ccc(OC)cc2)N1,Cc1cccc(Nc2nccc(NC3CC[N+](C)(C)CCOC3)n2)c1
CC1(C2CC2C(O)CC(=O)[O-])CCC2C(CCC3C(=O)C=CCC32C)O1,0.016257012,0.702267289,0.6596732,5.33,0.73,C1(=C)CCC(O)C2(C)CC3C(C(=C)C(=O)O3)C(O)C12,CC1(C2CC2C(O)CC(=O)O)CCC2C(CCC3C(=O)C=CCC32C)O1
CN1CCC(N(C)C(CO)c2ccc(F)cc2F)C(c2ccccc2)C1,0.016253468,0.856972277,0.7902158,3.46,0.71,c1c(-n2c(C)c(CN3CCN(C4C5CC6CC(CC4C6)C5)CC3)cc2C)c(F)ccc1,CN1CCC(N(C)C(CO)c2ccc(F)cc2F)C(c2ccccc2)C1
O=C1C(=Cc2ccccc2)C2C=CC(C1=Cc1cccnc1)C21C=CCCC1,0.016243784,0.667316496,0.97496814,5.25,0.62,CC1(C)CCCC(C)=C1C=CC(=O)C=Cc1cccnc1,O=C1C(=Cc2ccccc2)C2C=CC(C1=Cc1cccnc1)C21C=CCCC1
C[NH2+]Cc1cc(Cl)c2c(N=Nc3cccc4cc(C)ccc34)ncnc2n1,0.016212448,0.53347218,0.9557715,3.53,0.6,n1c(N)nc(N)c2nc(CN(CCC)c3cc(Cl)c(Cl)cc3)cnc12,CNCc1cc(Cl)c2c(N=Nc3cccc4cc(C)ccc34)ncnc2n1
CC(=O)Oc1c(C)c(O)c2c(CC34OC5OC(O)(CCC=C(C)C)C(CC(C)C(C(=O)[O-])(O3)O4)C5C)c1CCCC2C,0.016202306,0.408347875,0.89152825,7.18,0.73,CC1(C)C2CCC3(O)C(C2(C)CCC1)C(=O)C1C(=C(C)C(=O)O1)C3O,CC(=O)Oc1c(C)c(O)c2c(CC34OC5OC(O)(CCC=C(C)C)C(CC(C)C(C(=O)O)(O3)O4)C5C)c1CCCC2C
O=c1cccc2n1CC(C(F)(F)F)CN2,0.016191004,0.361874461,0.3307477,3.69,0.68,O=c1n(Cc2ccccc2)c(SCC=C)nc2c1cc(NCC=Cc1ccccc1)cc2,O=c1cccc2n1CC(C(F)(F)F)CN2
CC(CNC(=O)[N-]S(=O)(=O)c1ccc(Oc2ccccc2)cc1)Sc1nnnn1C,0.016186854,0.755863249,0.9724276,3.53,0.71,C(Oc1c(S(NC(C)(C)C)(=O)=O)c2nc(S(=O)(C)=O)sc2cc1)C,CC(CNC(=O)NS(=O)(=O)c1ccc(Oc2ccccc2)cc1)Sc1nnnn1C
CC1CCC(CCCNC(N)=[NH2+])[NH2+]O1,0.016175469,0.464873612,0.11612274,5.57,0.56,C1(C)(C)N=C(NCCCCCCCCCC)N=C(NCc2ccc(OC)cc2)N1,CC1CCC(CCCNC(=N)N)NO1
Cc1nc(N2CC[NH+](C(=O)[NH+]3CCCC3)CC2)c2c(-c3ncc[n-]3)csc2n1,0.016162304,0.91392535,0.8050655,5.17,0.72,c1(N2CCNCC2)c2c3c(cc1)C(=O)N(Nc1nccs1)C(=O)c3ccc2,Cc1nc(N2CCN(C(=O)N3CCCC3)CC2)c2c(-c3ncc[nH]3)csc2n1
CCCCC(C(=O)N1CCSC1)[NH+](CCCCC(=O)[O-])S(=O)(=O)c1ccc(N(C)C)cc1N,0.016157966,0.727227211,0.34297016,4.67,0.67,C1(=NN=C2C(=O)Nc3ccc(S(=O)(N4CCOCC4)=O)cc32)SC(C)C(=O)N1c1ccccc1,CCCCC(C(=O)N1CCSC1)N(CCCCC(=O)O)S(=O)(=O)c1ccc(N(C)C)cc1N
CCC12CCC3CC4(CCC3C1CCC1(C)CCC(O)C(C)(C)C12)C(=O)C=C([O-])C4(C)C,0.016148832,0.214161277,0.930801,5.85,0.8,C1(O)=C(CC=C(C)C)C(=O)C2(C(C(C)C)=O)C(C)(CCC=C(C)C)C(CC=C(C)C)CC1(CC=C(C)C)C2=O,CCC12CCC3CC4(CCC3C1CCC1(C)CCC(O)C(C)(C)C12)C(=O)C=C(O)C4(C)C
Cn1[nH]c(=O)c2cc3ccccc3c(Cn3c4ccccc4c4cc(C=O)c([O-])cc43)c2c1=O,0.016121697,0.68372941,0.98316324,3.17,0.7,O1Cc2ncccc2N2C(=O)c3c(c(O)cc(OC)c3C)C12,Cn1[nH]c(=O)c2cc3ccccc3c(Cn3c4ccccc4c4cc(C=O)c(O)cc43)c2c1=O
Cn1c2c(c3ccccc31)-c1ccccc1CCC2=O,0.016116755,0.376224399,0.96248615,2.17,0.62,C1=CC(=O)n2c3c(cc2C1=O)cccc3,Cn1c2c(c3ccccc31)-c1ccccc1CCC2=O
O=C1[N-]C=C[N-]S(=O)(=O)C12CCCC2,0.016110076,0.618182778,0.38421094,5.69,0.63,O=CN(C1=C2C(=CSS2(=O)=O)NC1=O)C,O=C1NC=CNS(=O)(=O)C12CCCC2
CC=C(C)c1ccc(C2SN(c3nc(C(C)c4ccc(Cl)cc4)c(=O)n(N4CCOCC4)n3)CC2N)[nH]1,0.016101534,0.923205793,0.9243115,4.88,0.67,C1CN(c2c(F)cc3c(=O)c4c(=O)[nH]sc4n(C4CC4)c3c2OC)CC1C1(N)CC1,CC=C(C)c1ccc(C2SN(c3nc(C(C)c4ccc(Cl)cc4)c(=O)n(N4CCOCC4)n3)CC2N)[nH]1
CCCCCCNC(C)(C#N)CC=CCC1SC(=O)[N-]C1=O,0.01608346,0.563474715,0.86529016,4.65,0.61,C1(=O)N(C(=O)CC(C)CC(C)(C)C)C(CCSC)C(=O)C1=C(NC(C)CCCN(CC)CC)CCCCC,CCCCCCNC(C)(C#N)CC=CCC1SC(=O)NC1=O
CCCCOc1cc(O)ccc1CC(=O)[N-]Cc1ccc(C)cc1C,0.016066307,0.517601907,0.95932424,2.95,0.6,COc1c2c(=O)n3c(c(CNCCCCCCCCC)c2ccc1OC)-c1cc(OC)c(OC)cc1CC3,CCCCOc1cc(O)ccc1CC(=O)NCc1ccc(C)cc1C
CCOc1cc(Oc2c(-c3nc(C)n[nH]3)ccc3c2CCC(=O)[N-]3)cc(NC(=O)OCc2c(C)noc2C)n1,0.016051903,0.949027777,0.9735956,3.86,0.68,[O-]c1c(C(CSc2nnc(Cc3ccccc3)c(=O)n2N)=O)[n+](-c2ccc(OC)cc2)no1,CCOc1cc(Oc2c(-c3nc(C)n[nH]3)ccc3c2CCC(=O)N3)cc(NC(=O)OCc2c(C)noc2C)n1
CC(C)NC(=O)[N-]c1n[n-]c2cc(F)ccc12,0.016049324,0.269149274,0.81815755,4.42,0.71,c1(-c2ncc(C)cn2)cc(-c2cnccc2)cc2n1cc(NC(=O)N(C(F)(F)F)C)n2,CC(C)NC(=O)Nc1n[nH]c2cc(F)ccc12
Nc1ccc(CC(NC(=O)Cc2cccc[n+]2[O-])C(=O)[NH+](CCO)CCC(=O)[O-])cc1,0.016036458,0.632334113,0.3501361,4.55,0.69,C1Oc2c(cnc(CNC3CCC(C(=O)Nc4c5c(ccc(C#N)n5)ccc4)CC3O)c2)OC1,Nc1ccc(CC(NC(=O)Cc2cccc[n+]2[O-])C(=O)N(CCO)CCC(=O)O)cc1
COc1cc(CC=C2C(=O)[N-]C(=S)[N-]C2=O)c([O-])cc1O,0.015983997,0.510962605,0.7717038,4.71,0.77,O=C1NC(=S)NC(=O)C1=Cc1ccc(O)cc1,COc1cc(CC=C2C(=O)NC(=S)NC2=O)c(O)cc1O
C=C1C(=O)C2CCC(C(=O)CC(C)C(C)C)C2(C)CC1CCCOC(C)=O,0.015975574,0.347176552,0.8709003,4.48,0.85,C1(C)(OC(C=C2C(=O)CCC3(C)C(C(C)C=CC(C)C(C)C)CCC23)=O)CCC=CC1=O,C=C1C(=O)C2CCC(C(=O)CC(C)C(C)C)C2(C)CC1CCCOC(C)=O
CC1CCC2CC=CC(O)C3CC4C(C)(C)C(=O)CCC4(C)C1C23,0.015951775,0.348508477,0.93071777,4.82,0.79,C1(C(C)=C)CC2=C(C)C(=O)CC(O)C2(C)CC1,CC1CCC2CC=CC(O)C3CC4C(C)(C)C(=O)CCC4(C)C1C23
C[NH2+]C1CCCN(c2nc3ccc(-c4cccc(C(O)(C(F)(F)F)C(F)(F)F)c4)nc3c(=O)n2C)C1,0.015935646,0.947622836,0.8450211,3.93,0.74,n1c(N2CC(N)CC2CN)nc(Nc2ccc(NC(c3c(O)c4c(cccc4)cc3)=O)cc2)nc1N1CC(N)CC(N)C1,CNC1CCCN(c2nc3ccc(-c4cccc(C(O)(C(F)(F)F)C(F)(F)F)c4)nc3c(=O)n2C)C1
C#CCC[N-]C(=O)c1c(Sc2ccc(F)cc2F)cc(C)[nH]c1=O,0.015928043,0.940064967,0.9730752,3.68,0.59,S(CCCC)c1nc2c(c(N3CCN(C)CC3)n1)[nH]c(=O)c(=O)n2Cc1ccc(F)cc1,C#CCCNC(=O)c1c(Sc2ccc(F)cc2F)cc(C)[nH]c1=O
CC1C(=O)[NH+](N)C(=O)c2c(c(I)cc[n+]2C)C1c1ccccc1,0.015909798,0.831843078,0.8462166,4.73,0.69,N1(c2c(Cl)cc(C)cc2Cl)C(=O)c2c(nccn2)C1=O,CC1C(=O)N(N)C(=O)c2c(c(I)cc[n+]2C)C1c1ccccc1
CSc1cc(C(=O)[N-]c2ccc(Cl)c(Cl)c2)nn1-c1cccc(C(=O)[O-])c1,0.015904162,0.516450226,0.9648137,3.76,0.7,c1cc(C([N-]c2c([N+]#N)c(C)nn2C)=O)c(Cl)cc1Cl,CSc1cc(C(=O)Nc2ccc(Cl)c(Cl)c2)nn1-c1cccc(C(=O)O)c1
CCN(CC)CCC(=O)[N-]N=Cc1ccc([O-])c2ccccc12,0.015889771,0.456457436,0.7965863,3.63,0.59,COc1c2c(=O)n3c(c(CNCCCCCCCCC)c2ccc1OC)-c1cc(OC)c(OC)cc1CC3,CCN(CC)CCC(=O)NN=Cc1ccc(O)c2ccccc12
O=C([O-])C1CC(C(=O)[N-]Cc2ccc([O-])c(Cl)c2)N(S(=O)(=O)C(F)(F)Cl)C1,0.015889758,0.781156063,0.8422411,5.24,0.69,O=S(c1ccc2c(c1)C(=O)C(=O)N2)(N1CCOCC1)=O,O=C(O)C1CC(C(=O)NCc2ccc(O)c(Cl)c2)N(S(=O)(=O)C(F)(F)Cl)C1
CC(C)(C)C1OC(=O)N(C2CCN(c3cc(Nc4ccccc4)cc(C(F)(F)F)c3)C2)C1=O,0.015880231,0.864217579,0.9777919,3.52,0.65,c1(C(N2CCCC(n3c(=O)[nH]c(=O)c(C)c3)C2)CC(C)(CCC)C)cc(Oc2cccc(Cl)c2)c(C(O)=O)cc1,CC(C)(C)C1OC(=O)N(C2CCN(c3cc(Nc4ccccc4)cc(C(F)(F)F)c3)C2)C1=O
O=C([N-]C(CS)COc1ccc(F)cc1)c1nnc2n1CCCCCC2,0.015819803,0.560769677,0.888545,3.7,0.67,C(c1ccc(Cl)cc1)[n+]1cn(CCCN2C(=O)c3c4c(c(Br)cc3)cccc4C2=O)nc1,O=C(NC(CS)COc1ccc(F)cc1)c1nnc2n1CCCCCC2
O=C(CCCCC[NH+]1CCNCC1)NCCCNC(=O)C(CCCCCc1ccccc1)[N-]C(=O)c1cc(Cl)cc(Cl)c1,0.015814645,0.88685739,0.93999946,4.28,0.7,N1CCN(C(c2ccc(Oc3cc(F)c(CC)cc3O)c(F)c2)=O)CC1=O,O=C(CCCCCN1CCNCC1)NCCCNC(=O)C(CCCCCc1ccccc1)NC(=O)c1cc(Cl)cc(Cl)c1
CC[n+]1cc(C(C)(CC[NH3+])c2ccccc2)[nH]c1C1C2CCC1N(S(=O)(=O)c1ccc(C(C)(C)C)cc1)C2,0.015807774,0.902907848,0.9497685,5.35,0.63,c1cc(Cl)ccc1S(=O)(=O)C=CS(Cc1nnc(CS(=O)(Nc2ccc(Cl)cc2)=O)n1N)(=O)=O,CC[n+]1cc(C(C)(CCN)c2ccccc2)[nH]c1C1C2CCC1N(S(=O)(=O)c1ccc(C(C)(C)C)cc1)C2
COC(=O)C([NH3+])=Cc1ccc(C=Cc2ccc(F)c(Br)c2)cc1,0.015774768,0.552141726,0.9619362,2.82,0.51,C1(=O)C(Nc2ccc(O)cc2)=C(Cl)C(=O)c2ccccc21,COC(=O)C(N)=Cc1ccc(C=Cc2ccc(F)c(Br)c2)cc1
CC1CC(=O)C(=O)C2(O)C(C)C(C)C(O)C2(O)C1,0.015726661,0.509056687,0.54477954,4.83,0.7,CC1(C(=O)C=COC)C2C(C=CC1C(CC)C)C(O)C(O)CC2C,CC1CC(=O)C(=O)C2(O)C(C)C(C)C(O)C2(O)C1
O=C1CSC(=Cc2sc(N3C(=O)[N-]C3=O)nc2-c2ccc(F)cc2)Sc2ccccc21,0.015726449,0.879877985,0.9936854,3.66,0.67,c1ccc(C=C(n2cnc3c(c2=O)ccc(Cl)c3)C(=O)c2nccs2)c(Cl)c1,O=C1CSC(=Cc2sc(N3C(=O)NC3=O)nc2-c2ccc(F)cc2)Sc2ccccc21
NC(=O)CC1O[SH]2(=O)CCS(=O)(=O)[NH+]=C2NOC(C#CC2CC2c2ccccc2[O-])C1=O,0.015723605,0.803203285,0.9100627,6.23,0.63,O=S(c1ccc2c(c1)C(=O)C(=O)N2)(N1CCOCC1)=O,NC(=O)CC1O[SH]2(=O)CCS(=O)(=O)N=C2NOC(C#CC2CC2c2ccccc2O)C1=O
O=C1OCc2cncc(Cl)c21,0.015722569,0.208325997,0.4825739,2.82,0.61,S1C2C(c3c[nH]c4cccc1c43)COC2=O,O=C1OCc2cncc(Cl)c21
CC=C(C)C=CCC(CC)CCC=C(C)C(NC)C(O)CC(=O)OC,0.015717188,0.712916195,0.8447435,4.28,0.64,N(C)C(Cc1ccc(O)cc1)C(O)CCC=CC(CC(C)CC)C,CC=C(C)C=CCC(CC)CCC=C(C)C(NC)C(O)CC(=O)OC
CC(C)=CCc1c(C(O)c2ccc([O-])cc2)c2ccc(C(F)(F)F)cc2n1C,0.015711676,0.702150583,0.96387464,3.7,0.63,C[n+]1cc2ccccc2c2cc(-c3ccc(OC(F)(F)F)cc3)cc(C)c21,CC(C)=CCc1c(C(O)c2ccc(O)cc2)c2ccc(C(F)(F)F)cc2n1C
CCCCCCSc1cc(Cl)ccc1CC(O)CC(O)C(C)O,0.015710438,0.324106723,0.96000165,3.46,0.53,C1C(=O)C(C)C(C=CC(=CCc2c(O)c(C=O)c(C)c(Cl)c2O)C)(C)C(C)C1,CCCCCCSc1cc(Cl)ccc1CC(O)CC(O)C(C)O
COc1ccc2[nH]c3cc(OC=O)ccc3c2c1,0.015708964,0.409350365,0.9635783,2.24,0.62,c1(Cl)cc(Cl)cc(C(c2c(Cl)c(Cl)c(Cl)[nH]2)=O)c1OC,COc1ccc2[nH]c3cc(OC=O)ccc3c2c1
C[N+]1(C)CCN(c2cc(O)c(Cl)c(F)c2Cl)CC1,0.015703443,0.606867254,0.612203,3.24,0.7,C1N(C)CCN(C2=C(Cl)C(=O)C(N3CCN(C)CC3)=C(Cl)C2=O)C1,C[N+]1(C)CCN(c2cc(O)c(Cl)c(F)c2Cl)CC1
CC1CCCCC1Nc1ncc(F)c(C2[NH+]=C(N)OC3C2C3(C)c2cncc([N-]C(=O)c3ccccc3)c2)n1,0.015689353,0.938379347,0.85207844,5.45,0.59,C12(C)C(C(N)C1)CN(c1c3c4cc(F)cc(NC)c4[nH]c3nc(Oc3cnc(C)nc3)n1)C2,CC1CCCCC1Nc1ncc(F)c(C2N=C(N)OC3C2C3(C)c2cncc(NC(=O)c3ccccc3)c2)n1
CC(C)(C)c1ccc(C#N)c(O)c1,0.015669972,0.272599936,0.8229288,2.2,0.56,C12C(C)(C)CCCC1(C)c1c(c(C(C)C)c(O)cc1)CC2,CC(C)(C)c1ccc(C#N)c(O)c1
C=CCCC1C(=O)C(C(=O)[O-])C(=O)C(CCCCCCCC)CC1[NH3+],0.015667476,0.604256272,0.7622398,4.78,0.56,C(CCCCCCC(C)CC)C(CC(=O)NC(C(NC(C(O)=O)CC(C)C)=O)CCC(=O)O)O,C=CCCC1C(=O)C(C(=O)O)C(=O)C(CCCCCCCC)CC1N
[N-]=[N+]=Nc1c(C(=O)c2ccc(Cl)cc2)oc2cc(Cl)ccc12,0.015664043,0.5551157,0.98920965,2.6,0.58,c12sccn1c(C(c1cn(-c3c(Br)cc(F)cc3)nn1)=O)c(-c1ccccc1)n2,[N-]=[N+]=Nc1c(C(=O)c2ccc(Cl)cc2)oc2cc(Cl)ccc12
COC1=Cc2ccc3c(=O)n(Cc4ccc(S(=O)(=O)c5ccccc5C)c(F)c4)ccc3c2C(=O)CC1,0.015661296,0.933124244,0.98387945,2.91,0.59,c1(S(NCCC)(=O)=O)ccc(Oc2c(O)cc(CC)cc2)c(F)c1,COC1=Cc2ccc3c(=O)n(Cc4ccc(S(=O)(=O)c5ccccc5C)c(F)c4)ccc3c2C(=O)CC1
C[n+]1ccc(C=NNc2nc3cc(Cl)ccc3[n-]2)cc1,0.01566126,0.560148895,0.8084787,3.82,0.68,c1(Cl)ccc(C=Nc2nc(-c3c(=O)c4c(n(CC)c3)nc(C)cc4)[nH]n2)cc1,C[n+]1ccc(C=NNc2nc3cc(Cl)ccc3[nH]2)cc1
Nc1ncc(-c2nc(N3CCC(O)C3)nc([NH+]3C4CCOC3CC4)n2)cc1C(F)F,0.01561433,0.923311889,0.5400661,5.74,0.73,n1c(N2CC(N)CC2CN)nc(Nc2ccc(NC(c3c(O)c4c(cccc4)cc3)=O)cc2)nc1N1CC(N)CC(N)C1,Nc1ncc(-c2nc(N3CCC(O)C3)nc(N3C4CCOC3CC4)n2)cc1C(F)F
O=C1C(=Cc2ccccc2F)C(=O)c2c(O)cccc21,0.01561252,0.71504277,0.9790602,2.16,0.67,c1(C2=C(O)C(=Cc3ccccc3-c3cc(Cl)c(Cl)cc3)OC2=O)cc(Cl)c(Cl)cc1,O=C1C(=Cc2ccccc2F)C(=O)c2c(O)cccc21
C=CCOC(C=C(C)C#CC(=O)[O-])C1C=C2C=CCC=CC2C1C=CCCCCC,0.01560811,0.592179656,0.9191318,5.31,0.56,C1(O)C(C)(C)C2CCC3(C)C(CC=C4C5CC(C(=O)OCC)(C)CCC5(C)CCC34C)C2(C)C(O)C1O,C=CCOC(C=C(C)C#CC(=O)O)C1C=C2C=CCC=CC2C1C=CCCCCC
C=C(C)C1(C(=O)[O-])CCC2(C)C3=CCC4CC3(CCC21)CC(=C1C(O)CCC2(C)CCC3C=C(C)OC13C2)C1(C)C(=C(C)C)C(O)CC(C)(CO)C41,0.015599476,0.598002851,0.92205364,7.24,0.83,C1C23C(=C)C4C(=O)C(C)(C(O)C2C(=O)O1)CC31CCC2C(C)(C=CC(=O)C2(C)C)C41,C=C(C)C1(C(=O)O)CCC2(C)C3=CCC4CC3(CCC21)CC(=C1C(O)CCC2(C)CCC3C=C(C)OC13C2)C1(C)C(=C(C)C)C(O)CC(C)(CO)C41
